Id,Label,timeset,0,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,pageranks,indegree,outdegree,Degree
Ammaury5,Ammaury5,,31,0,0,0,0,0,0,0.000718,1,0,1
Juaquin94874055,Juaquin94874055,,29,0,0,0,0,0,0,0.000718,1,0,1
who69me69,who69me69,,106,0,0,0,0,0,0,0.000718,1,0,1
hanifa_samad,hanifa_samad,,1,0,0,0,0,0,0,0.000718,1,0,1
OXolbfHjJuKI7rO,OXolbfHjJuKI7rO,,26,0,0,0,0,0,0,0.000718,1,0,1
jdr30611609,jdr30611609,,42,0,0,0,0,0,0,0.000718,1,0,1
jdanderson23,jdanderson23,,35,0,0,0,0,0,0,0.000718,1,0,1
matty_varney,matty_varney,,19,0,0,0,0,0,0,0.000718,1,0,1
Matth31200755,Matth31200755,,144,0,0,0,0,0,0,0.000718,1,0,1
southside1118,southside1118,,167,0,0,0,0,0,0,0.000718,1,0,1
elieber_delgado,elieber_delgado,,4,0,0,0,0,0,0,0.000718,1,0,1
Alberto18010378,Alberto18010378,,8,0,0,0,0,0,0,0.000718,1,0,1
LoveHen19142292,LoveHen19142292,,14,0,0,0,0,0,0,0.000718,1,0,1
DanyPhoenix8,DanyPhoenix8,,61,0,0,0,0,0,0,0.000718,1,0,1
YELONDO,YELONDO,,52,0,0,0,0,0,0,0.000718,1,0,1
blazz218,blazz218,,155,0,0,0,0,0,0,0.000718,1,0,1
ChildishPiru,ChildishPiru,,865,0,0,0,0,0,0,0.000718,1,0,1
yyg10184345,yyg10184345,,1,0,0,0,0,0,0,0.000718,1,0,1
Crodriguez33C,Crodriguez33C,,53,0,0,0,0,0,0,0.000718,1,0,1
fermintc77,fermintc77,,39,0,0,0,0,0,0,0.000718,1,0,1
jherrm215,jherrm215,,918,0,0,0,0,0,0,0.000718,1,0,1
harlidavis452,harlidavis452,,3,0,0,0,0,0,0,0.000718,1,0,1
WTF80241237,WTF80241237,,51,0,0,0,0,0,0,0.000718,1,0,1
nowait2,nowait2,,57,0,0,0,0,0,0,0.000718,1,0,1
Jordan53389458,Jordan53389458,,3,0,0,0,0,0,0,0.000718,1,0,1
PEgg3854,PEgg3854,,69,0,0,0,0,0,0,0.000718,1,0,1
FrikadellieMad,FrikadellieMad,,1144,0,0,0,0,0,0,0.000718,1,0,1
Ramazan10574061,Ramazan10574061,,19,0,0,0,0,0,0,0.000718,1,0,1
Itssirnate,Itssirnate,,48,0,0,0,0,0,0,0.000718,1,0,1
allen_obaldia,allen_obaldia,,2,0,0,0,0,0,0,0.000718,1,0,1
Raven3031,Raven3031,,4,0,0,0,0,0,0,0.000718,1,0,1
DussaulcyJ,DussaulcyJ,,202,0,0,0,0,0,0,0.000718,1,0,1
orhanozkandan1,orhanozkandan1,,27,0,0,0,0,0,0,0.000718,1,0,1
soyunatortillax,soyunatortillax,,11,0,0,0,0,0,0,0.000718,1,0,1
yubergaviria,yubergaviria,,169,0,0,0,0,0,0,0.000718,1,0,1
JoeDick30516442,JoeDick30516442,,5,0,0,0,0,0,0,0.000718,1,0,1
ArqJesusHp,ArqJesusHp,,25,0,0,0,0,0,0,0.000718,1,0,1
alexflorentino7,alexflorentino7,,73,0,0,0,0,0,0,0.000718,1,0,1
danielG95666799,danielG95666799,,51,0,0,0,0,0,0,0.000718,1,0,1
rexx_the_king,rexx_the_king,,33,0,0,0,0,0,0,0.000718,1,0,1
KonnerLowther,KonnerLowther,,48,0,0,0,0,0,0,0.000718,1,0,1
tapiaomar80,tapiaomar80,,12,0,0,0,0,0,0,0.000718,1,0,1
theLeonmagic,theLeonmagic,,105,0,0,0,0,0,0,0.000718,1,0,1
King_Gonzalez52,King_Gonzalez52,,1829,0,0,0,0,0,0,0.000718,1,0,1
Jose61382353,Jose61382353,,15,0,0,0,0,0,0,0.000718,1,0,1
DeepakN63259776,DeepakN63259776,,11,0,0,0,0,0,0,0.000718,1,0,1
Lilin89264433,Lilin89264433,,129,0,0,0,0,0,0,0.000718,1,0,1
ssjhon2,ssjhon2,,34,0,0,0,0,0,0,0.000718,1,0,1
Zsolti52778037,Zsolti52778037,,34,0,0,0,0,0,0,0.000718,1,0,1
Raakesh02807025,Raakesh02807025,,20,0,0,0,0,0,0,0.000718,1,0,1
ricardo95459920,ricardo95459920,,154,0,0,0,0,0,0,0.000718,1,0,1
Fratcan78879099,Fratcan78879099,,44,0,0,0,0,0,0,0.000718,1,0,1
YonierLozano,YonierLozano,,42,0,0,0,0,0,0,0.000718,1,0,1
GonzBlanco1,GonzBlanco1,,20,0,0,0,0,0,0,0.000718,1,0,1
QueruSan,QueruSan,,61,0,0,0,0,0,0,0.000718,1,0,1
LuisFarias14,LuisFarias14,,5,0,0,0,0,0,0,0.000718,1,0,1
TorrenseJose,TorrenseJose,,30,0,0,0,0,0,0,0.000718,1,0,1
chotidecha,chotidecha,,63,0,0,0,0,0,0,0.000718,1,0,1
777Beleth,777Beleth,,476,0,0,0,0,0,0,0.000718,1,0,1
OleaBernardo,OleaBernardo,,1,0,0,0,0,0,0,0.000718,1,0,1
cr_pad,cr_pad,,29,0,0,0,0,0,0,0.000718,1,0,1
MikeHunts15,MikeHunts15,,1,0,0,0,0,0,0,0.000718,1,0,1
renember73,renember73,,20,0,0,0,0,0,0,0.000718,1,0,1
ScarQuip,ScarQuip,,775,0,0,0,0,0,0,0.000718,1,0,1
Jaqueli99355620,Jaqueli99355620,,6,0,0,0,0,0,0,0.000718,1,0,1
Antuan35366066,Antuan35366066,,6,0,0,0,0,0,0,0.000718,1,0,1
bankz_money,bankz_money,,91,0,0,0,0,0,0,0.000718,1,0,1
Juan65050948,Juan65050948,,107,0,0,0,0,0,0,0.000718,1,0,1
Lmea02385298,Lmea02385298,,25,0,0,0,0,0,0,0.000718,1,0,1
sayaluvme,sayaluvme,,51,0,0,0,0,0,0,0.000718,1,0,1
MiSta_SlowZ,MiSta_SlowZ,,244,0,0,0,0,0,0,0.000718,1,0,1
Crusty1982Coyne,Crusty1982Coyne,,7,0,0,0,0,0,0,0.000718,1,0,1
Sharkbul1,Sharkbul1,,38,0,0,0,0,0,0,0.000718,1,0,1
khanmalik1130,khanmalik1130,,79,0,0,0,0,0,0,0.000718,1,0,1
konnichiwa900,konnichiwa900,,38,0,0,0,0,0,0,0.000718,1,0,1
ayee_adan94,ayee_adan94,,47,0,0,0,0,0,0,0.000718,1,0,1
stoo_guiso,stoo_guiso,,575,0,0,0,0,0,0,0.000718,1,0,1
keyholevoyeur,keyholevoyeur,,175,0,0,0,0,0,0,0.000718,1,0,1
Hiram69292639,Hiram69292639,,49,0,0,0,0,0,0,0.000718,1,0,1
PraveenreddyPr5,PraveenreddyPr5,,2,0,0,0,0,0,0,0.000718,1,0,1
shinylover39,shinylover39,,246,0,0,0,0,0,0,0.000718,1,0,1
kairu016,kairu016,,41,0,0,0,0,0,0,0.000718,1,0,1
Rul38086174,Rul38086174,,5,0,0,0,0,0,0,0.000718,1,0,1
Davidm89523586,Davidm89523586,,239,0,0,0,0,0,0,0.000718,1,0,1
gabinoPellisa,gabinoPellisa,,39,0,0,0,0,0,0,0.000718,1,0,1
escreaturs,escreaturs,,94,0,0,0,0,0,0,0.000718,1,0,1
mani29748238,mani29748238,,88,0,0,0,0,0,0,0.000718,1,0,1
DavideSunday1,DavideSunday1,,1,0,0,0,0,0,0,0.000718,1,0,1
Asasiim1,Asasiim1,,116,0,0,0,0,0,0,0.000718,1,0,1
Csarcru96978811,Csarcru96978811,,0,0,0,0,0,0,0,0.000718,1,0,1
xoxosimmyxoxo,xoxosimmyxoxo,,36,0,0,0,0,0,0,0.000718,1,0,1
uQ2mXvqoKQozo6J,uQ2mXvqoKQozo6J,,3,0,0,0,0,0,0,0.000718,1,0,1
DailyFacts007,DailyFacts007,,27,0,0,0,0,0,0,0.000718,1,0,1
Diegodp11951175,Diegodp11951175,,14,0,0,0,0,0,0,0.000718,1,0,1
rikardojoel,rikardojoel,,53,0,0,0,0,0,0,0.000718,1,0,1
quincysd1,quincysd1,,46,0,0,0,0,0,0,0.000718,1,0,1
bquihuis2018,bquihuis2018,,3,0,0,0,0,0,0,0.000718,1,0,1
100mprechivas,100mprechivas,,1,0,0,0,0,0,0,0.000718,1,0,1
Antonio66483886,Antonio66483886,,73,0,0,0,0,0,0,0.000718,1,0,1
Alfredo93463665,Alfredo93463665,,5,0,0,0,0,0,0,0.000718,1,0,1
KatanaHugo,KatanaHugo,,77432,0,0,0,0,0,0,0.000718,1,0,1
emotions_pur,emotions_pur,,32998,0,0,0,0,0,0,0.000718,1,0,1
Hot_Gym_Babes,Hot_Gym_Babes,,1758,0,0,0,0,0,0,0.000718,1,0,1
andrew55184121,andrew55184121,,1,0,0,0,0,0,0,0.000718,1,0,1
Unknown44936816,Unknown44936816,,24,0,0,0,0,0,0,0.000718,1,0,1
Buddy80325058,Buddy80325058,,1,0,0,0,0,0,0,0.000718,1,0,1
kwifruit,kwifruit,,83,0,0,0,0,0,0,0.000718,1,0,1
marcosrafaelel1,marcosrafaelel1,,22,0,0,0,0,0,0,0.000718,1,0,1
alexgarciaguerr,alexgarciaguerr,,60,0,0,0,0,0,0,0.000718,1,0,1
noce_noce_noce,noce_noce_noce,,54,0,0,0,0,0,0,0.000718,1,0,1
tigo_tigo77,tigo_tigo77,,8,0,0,0,0,0,0,0.000718,1,0,1
Lintang2214,Lintang2214,,0,0,0,0,0,0,0,0.000718,1,0,1
hotpinkrules,hotpinkrules,,41,0,0,0,0,0,0,0.000718,1,0,1
geraintbig20,geraintbig20,,213,0,0,0,0,0,0,0.000718,1,0,1
galleos2013,galleos2013,,163,0,0,0,0,0,0,0.000718,1,0,1
aha73210823,aha73210823,,29,0,0,0,0,0,0,0.000718,1,0,1
bluearmy94,bluearmy94,,72,0,0,0,0,0,0,0.000718,1,0,1
Roberth40508208,Roberth40508208,,33,0,0,0,0,0,0,0.000718,1,0,1
AularIsaias,AularIsaias,,47,0,0,0,0,0,0,0.000718,1,0,1
Crissito24,Crissito24,,13,0,0,0,0,0,0,0.000718,1,0,1
ArunPC04101920,ArunPC04101920,,2,0,0,0,0,0,0,0.000718,1,0,1
martellewells,martellewells,,1129,0,0,0,0,0,0,0.000718,1,0,1
be5a7f29a0da499,be5a7f29a0da499,,50,0,0,0,0,0,0,0.000718,1,0,1
striker61418867,striker61418867,,9,0,0,0,0,0,0,0.000718,1,0,1
mrodrigue0,mrodrigue0,,114,0,0,0,0,0,0,0.000718,1,0,1
heyoimhorny,heyoimhorny,,10,0,0,0,0,0,0,0.000718,1,0,1
aortizcalanche,aortizcalanche,,180,0,0,0,0,0,0,0.000718,1,0,1
Adrian05343629,Adrian05343629,,18,0,0,0,0,0,0,0.000718,1,0,1
danielpipo84,danielpipo84,,28,0,0,0,0,0,0,0.000718,1,0,1
jok3r5laught,jok3r5laught,,92,0,0,0,0,0,0,0.000718,1,0,1
nacho68658256,nacho68658256,,75,0,0,0,0,0,0,0.000718,1,0,1
pauldiaz_21,pauldiaz_21,,227,0,0,0,0,0,0,0.000718,1,0,1
natsu81shou121,natsu81shou121,,64,0,0,0,0,0,0,0.000718,1,0,1
hosamyasin4,hosamyasin4,,82,0,0,0,0,0,0,0.000718,1,0,1
ericcampos83,ericcampos83,,22,0,0,0,0,0,0,0.000718,1,0,1
Coalaliento1,Coalaliento1,,1,0,0,0,0,0,0,0.000718,1,0,1
DuquetKeanu,DuquetKeanu,,103,0,0,0,0,0,0,0.000718,1,0,1
saeidwk,saeidwk,,7,0,0,0,0,0,0,0.000718,1,0,1
MarioRo35407674,MarioRo35407674,,15,0,0,0,0,0,0,0.000718,1,0,1
Angelic66927693,Angelic66927693,,6,0,0,0,0,0,0,0.000718,1,0,1
ashokmasti007,ashokmasti007,,8,0,0,0,0,0,0,0.000718,1,0,1
TheJoke91877592,TheJoke91877592,,1756,0,0,0,0,0,0,0.000718,1,0,1
Cuso691,Cuso691,,4,0,0,0,0,0,0,0.000718,1,0,1
butogu,butogu,,6,0,0,0,0,0,0,0.000718,1,0,1
AoSebas,AoSebas,,66,0,0,0,0,0,0,0.000718,1,0,1
negromaravilla,negromaravilla,,15,0,0,0,0,0,0,0.000718,1,0,1
ShairRajput,ShairRajput,,4,0,0,0,0,0,0,0.000718,1,0,1
Paulino83569073,Paulino83569073,,4,0,0,0,0,0,0,0.000718,1,0,1
FabianL81986376,FabianL81986376,,14,0,0,0,0,0,0,0.000718,1,0,1
Jhonmario2081,Jhonmario2081,,111,0,0,0,0,0,0,0.000718,1,0,1
meckler_am,meckler_am,,4,0,0,0,0,0,0,0.000718,1,0,1
oscarma64905334,oscarma64905334,,306,0,0,0,0,0,0,0.000718,1,0,1
Jamie2names,Jamie2names,,16,0,0,0,0,0,0,0.000718,1,0,1
l_i_1__,l_i_1__,,2,0,0,0,0,0,0,0.000718,1,0,1
Eduardo21954494,Eduardo21954494,,63,0,0,0,0,0,0,0.000718,1,0,1
MikeRob74777193,MikeRob74777193,,29,0,0,0,0,0,0,0.000718,1,0,1
radio_edm_only,radio_edm_only,,439,0,0,0,0,0,0,0.000718,1,0,1
AllowedGirls,AllowedGirls,,1,0,0,0,0,0,0,0.000718,1,0,1
Fernand91567008,Fernand91567008,,2,0,0,0,0,0,0,0.000718,1,0,1
LeiraOsuna,LeiraOsuna,,16,0,0,0,0,0,0,0.000718,1,0,1
Roa1Luis,Roa1Luis,,27,0,0,0,0,0,0,0.000718,1,0,1
Guiller51993624,Guiller51993624,,30,0,0,0,0,0,0,0.000718,1,0,1
MySimpa83508570,MySimpa83508570,,19,0,0,0,0,0,0,0.000718,1,0,1
Murat70864762,Murat70864762,,4,0,0,0,0,0,0,0.000718,1,0,1
OnlyGir36670760,OnlyGir36670760,,5,0,0,0,0,0,0,0.000718,1,0,1
Praveen60238988,Praveen60238988,,272,0,0,0,0,0,0,0.000718,1,0,1
eyahelz,eyahelz,,16,0,0,0,0,0,0,0.000718,1,0,1
LilRock_91,LilRock_91,,174,0,0,0,0,0,0,0.000718,1,0,1
Jluis24626625,Jluis24626625,,13,0,0,0,0,0,0,0.000718,1,0,1
chidoflores,chidoflores,,36,0,0,0,0,0,0,0.000718,1,0,1
Lungelo21975217,Lungelo21975217,,66,0,0,0,0,0,0,0.000718,1,0,1
Mstar27797141,Mstar27797141,,4,0,0,0,0,0,0,0.000718,1,0,1
EdgarYa16153398,EdgarYa16153398,,2,0,0,0,0,0,0,0.000718,1,0,1
Novatin22,Novatin22,,52,0,0,0,0,0,0,0.000718,1,0,1
HamidAl77225116,HamidAl77225116,,101,0,0,0,0,0,0,0.000718,1,0,1
lalit198903,lalit198903,,2,0,0,0,0,0,0,0.000718,1,0,1
Samuelb62787027,Samuelb62787027,,8,0,0,0,0,0,0,0.000718,1,0,1
Greatel02,Greatel02,,25,0,0,0,0,0,0,0.000718,1,0,1
HuGoO_Cabrera,HuGoO_Cabrera,,15,0,0,0,0,0,0,0.000718,1,0,1
tudodky,tudodky,,185,0,0,0,0,0,0,0.000718,1,0,1
7P67xzbgJIYIffV,7P67xzbgJIYIffV,,5,0,0,0,0,0,0,0.000718,1,0,1
orgonca06,orgonca06,,1187,0,0,0,0,0,0,0.000718,1,0,1
d28billones,d28billones,,14,0,0,0,0,0,0,0.000718,1,0,1
J67492494,J67492494,,9,0,0,0,0,0,0,0.000718,1,0,1
Toheeb17202083,Toheeb17202083,,4,0,0,0,0,0,0,0.000718,1,0,1
kybelexxx,kybelexxx,,20,0,0,0,0,0,0,0.000718,1,0,1
OscarCu64501210,OscarCu64501210,,1,0,0,0,0,0,0,0.000718,1,0,1
j_optiimystic,j_optiimystic,,17,0,0,0,0,0,0,0.000718,1,0,1
Josue2392S,Josue2392S,,16,0,0,0,0,0,0,0.000718,1,0,1
Awersimo1,Awersimo1,,11,0,0,0,0,0,0,0.000718,1,0,1
torrielovewwe,torrielovewwe,,126,0,0,0,0,0,0,0.000718,1,0,1
kjwiki,kjwiki,,155,0,0,0,0,0,0,0.000718,1,0,1
waldoz1,waldoz1,,7,0,0,0,0,0,0,0.000718,1,0,1
LALO4772,LALO4772,,60,0,0,0,0,0,0,0.000718,1,0,1
juangol89,juangol89,,555,0,0,0,0,0,0,0.000718,1,0,1
1873Jorge,1873Jorge,,405,0,0,0,0,0,0,0.000718,1,0,1
ilyeschebbi5,ilyeschebbi5,,11,0,0,0,0,0,0,0.000718,1,0,1
johnypietka,johnypietka,,30,0,0,0,0,0,0,0.000718,1,0,1
Indiandude007,Indiandude007,,741,0,0,0,0,0,0,0.000718,1,0,1
MartnCaldern13,MartnCaldern13,,8,0,0,0,0,0,0,0.000718,1,0,1
jjsuare79645426,jjsuare79645426,,92,0,0,0,0,0,0,0.000718,1,0,1
esecarin1,esecarin1,,6,0,0,0,0,0,0,0.000718,1,0,1
pillopeno,pillopeno,,140,0,0,0,0,0,0,0.000718,1,0,1
donsex69,donsex69,,530,0,0,0,0,0,0,0.000718,1,0,1
RuiNarox,RuiNarox,,28,0,0,0,0,0,0,0.000718,1,0,1
DantePaul15,DantePaul15,,19,0,0,0,0,0,0,0.000718,1,0,1
JemmaLousiex,JemmaLousiex,,34,0,0,0,0,0,0,0.000718,1,0,1
LuisNue49943618,LuisNue49943618,,9,0,0,0,0,0,0,0.000718,1,0,1
Casa92227298,Casa92227298,,12,0,0,0,0,0,0,0.000718,1,0,1
Mohamed01930739,Mohamed01930739,,8,0,0,0,0,0,0,0.000718,1,0,1
Eslamwa97714775,Eslamwa97714775,,0,0,0,0,0,0,0,0.000718,1,0,1
addandfollows,addandfollows,,9,0,0,0,0,0,0,0.000718,1,0,1
M4BOGr2RHCCAKwh,M4BOGr2RHCCAKwh,,27,0,0,0,0,0,0,0.000718,1,0,1
kacong15187431,kacong15187431,,0,0,0,0,0,0,0,0.000718,1,0,1
andrew78749388,andrew78749388,,2,0,0,0,0,0,0,0.000718,1,0,1
almont06,almont06,,19,0,0,0,0,0,0,0.000718,1,0,1
Mahe04724624,Mahe04724624,,8,0,0,0,0,0,0,0.000718,1,0,1
Monserr01874979,Monserr01874979,,0,0,0,0,0,0,0,0.000718,1,0,1
Francis06893086,Francis06893086,,5,0,0,0,0,0,0,0.000718,1,0,1
LuisCal54121922,LuisCal54121922,,164,0,0,0,0,0,0,0.000718,1,0,1
TOMMi53554399,TOMMi53554399,,15,0,0,0,0,0,0,0.000718,1,0,1
queenofbootys,queenofbootys,,333,0,0,0,0,0,0,0.000718,1,0,1
Abdinaj09385787,Abdinaj09385787,,43,0,0,0,0,0,0,0.000718,1,0,1
pepinbosoliny,pepinbosoliny,,80,0,0,0,0,0,0,0.000718,1,0,1
dericxrodrigues,dericxrodrigues,,26,0,0,0,0,0,0,0.000718,1,0,1
Alpha_tec19,Alpha_tec19,,11,0,0,0,0,0,0,0.000718,1,0,1
tanakatarou022,tanakatarou022,,205,0,0,0,0,0,0,0.000718,1,0,1
shahanur464,shahanur464,,263,0,0,0,0,0,0,0.000718,1,0,1
daniels66196052,daniels66196052,,791,0,0,0,0,0,0,0.000718,1,0,1
SayedHamdi11,SayedHamdi11,,25,0,0,0,0,0,0,0.000718,1,0,1
mundano123,mundano123,,20,0,0,0,0,0,0,0.000718,1,0,1
ElGranDaw,ElGranDaw,,214,0,0,0,0,0,0,0.000718,1,0,1
Xawax71,Xawax71,,13,0,0,0,0,0,0,0.000718,1,0,1
SIKANDAR0_,SIKANDAR0_,,4570,0,0,0,0,0,0,0.000718,1,0,1
NeoGxro,NeoGxro,,192,0,0,0,0,0,0,0.000718,1,0,1
EmilRGarcesR1,EmilRGarcesR1,,6,0,0,0,0,0,0,0.000718,1,0,1
gladiadoregio,gladiadoregio,,169,0,0,0,0,0,0,0.000718,1,0,1
RSpm9sFsgtic8JP,RSpm9sFsgtic8JP,,44,0,0,0,0,0,0,0.000718,1,0,1
Eric37158811,Eric37158811,,38,0,0,0,0,0,0,0.000718,1,0,1
KuryG,KuryG,,98,0,0,0,0,0,0,0.000718,1,0,1
carlos2v_7,carlos2v_7,,120,0,0,0,0,0,0,0.000718,1,0,1
f45edwin,f45edwin,,113,0,0,0,0,0,0,0.000718,1,0,1
dvrkraii,dvrkraii,,3,0,0,0,0,0,0,0.000718,1,0,1
HorvthJ27507063,HorvthJ27507063,,72,0,0,0,0,0,0,0.000718,1,0,1
dppadilla88,dppadilla88,,32,0,0,0,0,0,0,0.000718,1,0,1
UFranquez,UFranquez,,4,0,0,0,0,0,0,0.000718,1,0,1
ramoncaratal19,ramoncaratal19,,951,0,0,0,0,0,0,0.000718,1,0,1
Rookaa72417976,Rookaa72417976,,161,0,0,0,0,0,0,0.000718,1,0,1
LecouvertJ,LecouvertJ,,27,0,0,0,0,0,0,0.000718,1,0,1
AliiiiiiAy,AliiiiiiAy,,1492,0,0,0,0,0,0,0.000718,1,0,1
FalitiEdgardo,FalitiEdgardo,,0,0,0,0,0,0,0,0.000718,1,0,1
PulgarMaikel,PulgarMaikel,,12,0,0,0,0,0,0,0.000718,1,0,1
fabiovaz1995,fabiovaz1995,,32,0,0,0,0,0,0,0.000718,1,0,1
Germn14050623,Germn14050623,,10,0,0,0,0,0,0,0.000718,1,0,1
Docpss2,Docpss2,,15,0,0,0,0,0,0,0.000718,1,0,1
milkyhogy,milkyhogy,,517,0,0,0,0,0,0,0.000718,1,0,1
bolivar2018,bolivar2018,,32,0,0,0,0,0,0,0.000718,1,0,1
PagliaNunzio,PagliaNunzio,,7,0,0,0,0,0,0,0.000718,1,0,1
Enrique70896220,Enrique70896220,,5,0,0,0,0,0,0,0.000718,1,0,1
LuisMor14351547,LuisMor14351547,,4,0,0,0,0,0,0,0.000718,1,0,1
MatthewCudak,MatthewCudak,,25,0,0,0,0,0,0,0.000718,1,0,1
Juan17328618,Juan17328618,,88,0,0,0,0,0,0,0.000718,1,0,1
Sam02932386,Sam02932386,,3,0,0,0,0,0,0,0.000718,1,0,1
DavidCr22076349,DavidCr22076349,,1,0,0,0,0,0,0,0.000718,1,0,1
oiperegrino,oiperegrino,,12,0,0,0,0,0,0,0.000718,1,0,1
sayu60293671,sayu60293671,,440,0,0,0,0,0,0,0.000718,1,0,1
sikinami0817,sikinami0817,,6,0,0,0,0,0,0,0.000718,1,0,1
quzumurat34,quzumurat34,,2,0,0,0,0,0,0,0.000718,1,0,1
luislcondeh,luislcondeh,,20,0,0,0,0,0,0,0.000718,1,0,1
gates98888,gates98888,,9,0,0,0,0,0,0,0.000718,1,0,1
Selcukakr5,Selcukakr5,,136,0,0,0,0,0,0,0.000718,1,0,1
o2iAIDRlksvuoXL,o2iAIDRlksvuoXL,,212,0,0,0,0,0,0,0.000718,1,0,1
FEdits92,FEdits92,,4381,0,0,0,0,0,0,0.000718,1,0,1
Murat0606061,Murat0606061,,2169,0,0,0,0,0,0,0.000718,1,0,1
zx12runcle,zx12runcle,,2469,0,0,0,0,0,0,0.000718,1,0,1
1986Eliandro,1986Eliandro,,26,0,0,0,0,0,0,0.000718,1,0,1
Ricardo78560091,Ricardo78560091,,86,0,0,0,0,0,0,0.000718,1,0,1
roshanarya2051,roshanarya2051,,3,0,0,0,0,0,0,0.000718,1,0,1
Pablo67103463,Pablo67103463,,12,0,0,0,0,0,0,0.000718,1,0,1
timothy44275658,timothy44275658,,81,0,0,0,0,0,0,0.000718,1,0,1
amrmuha69537819,amrmuha69537819,,9,0,0,0,0,0,0,0.000718,1,0,1
NikhilS55138260,NikhilS55138260,,11,0,0,0,0,0,0,0.000718,1,0,1
RonaldAriasRios,RonaldAriasRios,,130,0,0,0,0,0,0,0.000718,1,0,1
JackSandler11,JackSandler11,,11,0,0,0,0,0,0,0.000718,1,0,1
Mk54366498,Mk54366498,,29,0,0,0,0,0,0,0.000718,1,0,1
just_trust2,just_trust2,,13,0,0,0,0,0,0,0.000718,1,0,1
foxRengo,foxRengo,,269,0,0,0,0,0,0,0.000718,1,0,1
GentianVako,GentianVako,,1,0,0,0,0,0,0,0.000718,1,0,1
08Mfiggs,08Mfiggs,,117,0,0,0,0,0,0,0.000718,1,0,1
Ram84005527,Ram84005527,,3,0,0,0,0,0,0,0.000718,1,0,1
BrightonBright0,BrightonBright0,,32,0,0,0,0,0,0,0.000718,1,0,1
DorrisM24052910,DorrisM24052910,,10,0,0,0,0,0,0,0.000718,1,0,1
Cristia77843431,Cristia77843431,,18,0,0,0,0,0,0,0.000718,1,0,1
Noahvieira3,Noahvieira3,,2,0,0,0,0,0,0,0.000718,1,0,1
HappySarpanch7,HappySarpanch7,,7,0,0,0,0,0,0,0.000718,1,0,1
ken41347403,ken41347403,,5,0,0,0,0,0,0,0.000718,1,0,1
Juanman12358420,Juanman12358420,,54,0,0,0,0,0,0,0.000718,1,0,1
sensasimain3,sensasimain3,,11,0,0,0,0,0,0,0.000718,1,0,1
sergan59106997,sergan59106997,,184,0,0,0,0,0,0,0.000718,1,0,1
KonIbra92585355,KonIbra92585355,,23,0,0,0,0,0,0,0.000718,1,0,1
KarlBRodriguez1,KarlBRodriguez1,,1,0,0,0,0,0,0,0.000718,1,0,1
stephenwaddin18,stephenwaddin18,,84,0,0,0,0,0,0,0.000718,1,0,1
YamBoxUk,YamBoxUk,,51,0,0,0,0,0,0,0.000718,1,0,1
johnsmi52514397,johnsmi52514397,,2,0,0,0,0,0,0,0.000718,1,0,1
SmithRobalino,SmithRobalino,,3,0,0,0,0,0,0,0.000718,1,0,1
toppswhitehead,toppswhitehead,,44,0,0,0,0,0,0,0.000718,1,0,1
Gustavo65936325,Gustavo65936325,,3,0,0,0,0,0,0,0.000718,1,0,1
rikycarmozan,rikycarmozan,,6,0,0,0,0,0,0,0.000718,1,0,1
Gazza19001,Gazza19001,,53,0,0,0,0,0,0,0.000718,1,0,1
Septian86702797,Septian86702797,,16,0,0,0,0,0,0,0.000718,1,0,1
Brandon15074801,Brandon15074801,,22,0,0,0,0,0,0,0.000718,1,0,1
Alexangolano,Alexangolano,,120,0,0,0,0,0,0,0.000718,1,0,1
Axel20239580,Axel20239580,,4,0,0,0,0,0,0,0.000718,1,0,1
joaquinrusso,joaquinrusso,,7,0,0,0,0,0,0,0.000718,1,0,1
sixel201132,sixel201132,,26,0,0,0,0,0,0,0.000718,1,0,1
Carlostelles422,Carlostelles422,,204,0,0,0,0,0,0,0.000718,1,0,1
KezmezMurat,KezmezMurat,,1,0,0,0,0,0,0,0.000718,1,0,1
Koodainosuke,Koodainosuke,,54,0,0,0,0,0,0,0.000718,1,0,1
JoshBrak2,JoshBrak2,,7,0,0,0,0,0,0,0.000718,1,0,1
BeraEldeeb,BeraEldeeb,,109,0,0,0,0,0,0,0.000718,1,0,1
mastercheif39,mastercheif39,,7,0,0,0,0,0,0,0.000718,1,0,1
JParipurana,JParipurana,,35,0,0,0,0,0,0,0.000718,1,0,1
Mau92788167,Mau92788167,,25,0,0,0,0,0,0,0.000718,1,0,1
ErnestoMen08,ErnestoMen08,,14,0,0,0,0,0,0,0.000718,1,0,1
JoeSantangelo88,JoeSantangelo88,,743,0,0,0,0,0,0,0.000718,1,0,1
Zinedin58324549,Zinedin58324549,,5,0,0,0,0,0,0,0.000718,1,0,1
Rosales_Murillo,Rosales_Murillo,,425,0,0,0,0,0,0,0.000718,1,0,1
SothuonTes4,SothuonTes4,,90,0,0,0,0,0,0,0.000718,1,0,1
ChagasJose2,ChagasJose2,,119,0,0,0,0,0,0,0.000718,1,0,1
MikeDamon10,MikeDamon10,,166,0,0,0,0,0,0,0.000718,1,0,1
Renba04367730,Renba04367730,,70,0,0,0,0,0,0,0.000718,1,0,1
Jose83149513,Jose83149513,,69,0,0,0,0,0,0,0.000718,1,0,1
Robert62236024,Robert62236024,,4,0,0,0,0,0,0,0.000718,1,0,1
