Id,Label,timeset,0,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,pageranks,indegree,outdegree,Degree
Adrian_Camunez1,Adrian_Camunez1,,16,0,0,0,0,0,0,0.000718,1,0,1
BrigoliIsh,BrigoliIsh,,7,0,0,0,0,0,0,0.000718,1,0,1
superJo51108517,superJo51108517,,1,0,0,0,0,0,0,0.000718,1,0,1
EVOLRN5,EVOLRN5,,1865,0,0,0,0,0,0,0.000718,1,0,1
Pudge48345678,Pudge48345678,,9,0,0,0,0,0,0,0.000718,1,0,1
Citizen14733937,Citizen14733937,,17,0,0,0,0,0,0,0.000718,1,0,1
Delpier25091983,Delpier25091983,,73,0,0,0,0,0,0,0.000718,1,0,1
dmmeboobies,dmmeboobies,,2,0,0,0,0,0,0,0.000718,1,0,1
PanchoP58892745,PanchoP58892745,,35,0,0,0,0,0,0,0.000718,1,0,1
DaArdalan,DaArdalan,,16,0,0,0,0,0,0,0.000718,1,0,1
n99dgG79MYsIJtj,n99dgG79MYsIJtj,,1,0,0,0,0,0,0,0.000718,1,0,1
Diegonorrea378,Diegonorrea378,,13,0,0,0,0,0,0,0.000718,1,0,1
Lolo57584229,Lolo57584229,,16,0,0,0,0,0,0,0.000718,1,0,1
xxxx2344,xxxx2344,,295,0,0,0,0,0,0,0.000718,1,0,1
BFlD2IcVf3gJcQY,BFlD2IcVf3gJcQY,,2,0,0,0,0,0,0,0.000718,1,0,1
lorenzana_mike,lorenzana_mike,,45,0,0,0,0,0,0,0.000718,1,0,1
UC5ncp8Wt7Zuge1,UC5ncp8Wt7Zuge1,,18,0,0,0,0,0,0,0.000718,1,0,1
JhonJai25529912,JhonJai25529912,,53,0,0,0,0,0,0,0.000718,1,0,1
Bryan41899518,Bryan41899518,,17,0,0,0,0,0,0,0.000718,1,0,1
shivambaba7575,shivambaba7575,,22,0,0,0,0,0,0,0.000718,1,0,1
Pancho81456128,Pancho81456128,,1,0,0,0,0,0,0,0.000718,1,0,1
aaaxxx_ali,aaaxxx_ali,,18,0,0,0,0,0,0,0.000718,1,0,1
IcaManuel2,IcaManuel2,,3,0,0,0,0,0,0,0.000718,1,0,1
Andres31619498,Andres31619498,,34,0,0,0,0,0,0,0.000718,1,0,1
jjpavo,jjpavo,,25,0,0,0,0,0,0,0.000718,1,0,1
Miguel22549813,Miguel22549813,,1,0,0,0,0,0,0,0.000718,1,0,1
anuraglall,anuraglall,,233,0,0,0,0,0,0,0.000718,1,0,1
ChicaMa93549215,ChicaMa93549215,,92,0,0,0,0,0,0,0.000718,1,0,1
JohnSmi99965650,JohnSmi99965650,,219,0,0,0,0,0,0,0.000718,1,0,1
ArsLanA83286269,ArsLanA83286269,,69,0,0,0,0,0,0,0.000718,1,0,1
JasmneLaddy,JasmneLaddy,,5,0,0,0,0,0,0,0.000718,1,0,1
ninja701,ninja701,,7,0,0,0,0,0,0,0.000718,1,0,1
art159753,art159753,,29,0,0,0,0,0,0,0.000718,1,0,1
Dadof3ant84,Dadof3ant84,,338,0,0,0,0,0,0,0.000718,1,0,1
deandanny54,deandanny54,,1382,0,0,0,0,0,0,0.000718,1,0,1
Anderso75514270,Anderso75514270,,2,0,0,0,0,0,0,0.000718,1,0,1
mkhYQylLWSV3k3U,mkhYQylLWSV3k3U,,26,0,0,0,0,0,0,0.000718,1,0,1
marwil76,marwil76,,28,0,0,0,0,0,0,0.000718,1,0,1
Ernesto69255386,Ernesto69255386,,3,0,0,0,0,0,0,0.000718,1,0,1
pol28976398,pol28976398,,97,0,0,0,0,0,0,0.000718,1,0,1
jack7070702,jack7070702,,7,0,0,0,0,0,0,0.000718,1,0,1
SunilsinghHr,SunilsinghHr,,21,0,0,0,0,0,0,0.000718,1,0,1
BabluBa64748673,BabluBa64748673,,7,0,0,0,0,0,0,0.000718,1,0,1
NurbuP,NurbuP,,3,0,0,0,0,0,0,0.000718,1,0,1
ARiE99846491,ARiE99846491,,1,0,0,0,0,0,0,0.000718,1,0,1
RafaelM1105,RafaelM1105,,5,0,0,0,0,0,0,0.000718,1,0,1
CamiloG25616861,CamiloG25616861,,1,0,0,0,0,0,0,0.000718,1,0,1
murat454517,murat454517,,24,0,0,0,0,0,0,0.000718,1,0,1
Narigonzo2,Narigonzo2,,1149,0,0,0,0,0,0,0.000718,1,0,1
JosLuisJuradoZ1,JosLuisJuradoZ1,,11,0,0,0,0,0,0,0.000718,1,0,1
alzamerah86,alzamerah86,,1,0,0,0,0,0,0,0.000718,1,0,1
ayres_chuck,ayres_chuck,,31,0,0,0,0,0,0,0.000718,1,0,1
putariahd28,putariahd28,,6,0,0,0,0,0,0,0.000718,1,0,1
Annaa03278030,Annaa03278030,,4,0,0,0,0,0,0,0.000718,1,0,1
WaJunot,WaJunot,,0,0,0,0,0,0,0,0.000718,1,0,1
p3r3z9321,p3r3z9321,,12,0,0,0,0,0,0,0.000718,1,0,1
PoloRamrez6,PoloRamrez6,,64,0,0,0,0,0,0,0.000718,1,0,1
Joseramonbourg1,Joseramonbourg1,,94,0,0,0,0,0,0,0.000718,1,0,1
sandeepachary18,sandeepachary18,,126,0,0,0,0,0,0,0.000718,1,0,1
William50183488,William50183488,,2,0,0,0,0,0,0,0.000718,1,0,1
iglikossta,iglikossta,,9,0,0,0,0,0,0,0.000718,1,0,1
MinMin71569878,MinMin71569878,,43,0,0,0,0,0,0,0.000718,1,0,1
Carlosz04451867,Carlosz04451867,,22,0,0,0,0,0,0,0.000718,1,0,1
Abeng57539579,Abeng57539579,,139,0,0,0,0,0,0,0.000718,1,0,1
Shawn65574328,Shawn65574328,,5,0,0,0,0,0,0,0.000718,1,0,1
Cach_Leon_,Cach_Leon_,,96,0,0,0,0,0,0,0.000718,1,0,1
T3H_C4PT4IN,T3H_C4PT4IN,,40,0,0,0,0,0,0,0.000718,1,0,1
dolfing_robin,dolfing_robin,,179,0,0,0,0,0,0,0.000718,1,0,1
SingleQroJuDav,SingleQroJuDav,,74,0,0,0,0,0,0,0.000718,1,0,1
cryptohqworld,cryptohqworld,,1436,0,0,0,0,0,0,0.000718,1,0,1
jourgereyes,jourgereyes,,35,0,0,0,0,0,0,0.000718,1,0,1
OfBenavente,OfBenavente,,8,0,0,0,0,0,0,0.000718,1,0,1
JuanCru28172415,JuanCru28172415,,46,0,0,0,0,0,0,0.000718,1,0,1
ArturoFace70,ArturoFace70,,272,0,0,0,0,0,0,0.000718,1,0,1
Adamcla37477392,Adamcla37477392,,9,0,0,0,0,0,0,0.000718,1,0,1
Eduars98345911,Eduars98345911,,3,0,0,0,0,0,0,0.000718,1,0,1
AngelMi60412021,AngelMi60412021,,19,0,0,0,0,0,0,0.000718,1,0,1
KINGR7AR,KINGR7AR,,41,0,0,0,0,0,0,0.000718,1,0,1
Danilo04113265,Danilo04113265,,3,0,0,0,0,0,0,0.000718,1,0,1
malj25,malj25,,22,0,0,0,0,0,0,0.000718,1,0,1
Yoelbernal4,Yoelbernal4,,1,0,0,0,0,0,0,0.000718,1,0,1
Lalithkumarmal4,Lalithkumarmal4,,15,0,0,0,0,0,0,0.000718,1,0,1
vijay70975938,vijay70975938,,9,0,0,0,0,0,0,0.000718,1,0,1
PrantuDas2,PrantuDas2,,0,0,0,0,0,0,0,0.000718,1,0,1
marcmurphy2012,marcmurphy2012,,6,0,0,0,0,0,0,0.000718,1,0,1
Hektor14533,Hektor14533,,27,0,0,0,0,0,0,0.000718,1,0,1
jcarzateaguila,jcarzateaguila,,7,0,0,0,0,0,0,0.000718,1,0,1
gongora_u,gongora_u,,64,0,0,0,0,0,0,0.000718,1,0,1
anar74008880,anar74008880,,4,0,0,0,0,0,0,0.000718,1,0,1
JanetPe03207051,JanetPe03207051,,3,0,0,0,0,0,0,0.000718,1,0,1
yobman12,yobman12,,13,0,0,0,0,0,0,0.000718,1,0,1
ChefEdmaga,ChefEdmaga,,291,0,0,0,0,0,0,0.000718,1,0,1
RusoTrotamundos,RusoTrotamundos,,1,0,0,0,0,0,0,0.000718,1,0,1
NgurahSotong,NgurahSotong,,190,0,0,0,0,0,0,0.000718,1,0,1
tmw_ti,tmw_ti,,28,0,0,0,0,0,0,0.000718,1,0,1
sombras_destino,sombras_destino,,32,0,0,0,0,0,0,0.000718,1,0,1
Michael61435211,Michael61435211,,5,0,0,0,0,0,0,0.000718,1,0,1
isaulang,isaulang,,2,0,0,0,0,0,0,0.000718,1,0,1
0XoOpejvbk5GTi0,0XoOpejvbk5GTi0,,40,0,0,0,0,0,0,0.000718,1,0,1
romeopadua225,romeopadua225,,18,0,0,0,0,0,0,0.000718,1,0,1
Dawid36342792,Dawid36342792,,76,0,0,0,0,0,0,0.000718,1,0,1
VuralSertan1,VuralSertan1,,8,0,0,0,0,0,0,0.000718,1,0,1
Jay_B1776,Jay_B1776,,1927,0,0,0,0,0,0,0.000718,1,0,1
ValiantLoony,ValiantLoony,,106,0,0,0,0,0,0,0.000718,1,0,1
Jony_Ark,Jony_Ark,,53,0,0,0,0,0,0,0.000718,1,0,1
Haybyby1,Haybyby1,,86,0,0,0,0,0,0,0.000718,1,0,1
IslamKh42323531,IslamKh42323531,,40,0,0,0,0,0,0,0.000718,1,0,1
Michael36456388,Michael36456388,,3,0,0,0,0,0,0,0.000718,1,0,1
DAVO_DVX,DAVO_DVX,,188,0,0,0,0,0,0,0.000718,1,0,1
TD3626,TD3626,,2,0,0,0,0,0,0,0.000718,1,0,1
johnny_cash007,johnny_cash007,,139,0,0,0,0,0,0,0.000718,1,0,1
Murat58470712,Murat58470712,,90,0,0,0,0,0,0,0.000718,1,0,1
2z77z2,2z77z2,,0,0,0,0,0,0,0,0.000718,1,0,1
21officialDika,21officialDika,,0,0,0,0,0,0,0,0.000718,1,0,1
EliandroBatis15,EliandroBatis15,,67,0,0,0,0,0,0,0.000718,1,0,1
Muelashotmailc1,Muelashotmailc1,,18,0,0,0,0,0,0,0.000718,1,0,1
BenzianImad,BenzianImad,,66,0,0,0,0,0,0,0.000718,1,0,1
Jero36320707,Jero36320707,,4,0,0,0,0,0,0,0.000718,1,0,1
big_o_MEX,big_o_MEX,,6,0,0,0,0,0,0,0.000718,1,0,1
Arslan4422786,Arslan4422786,,14,0,0,0,0,0,0,0.000718,1,0,1
AkshayManiyar2,AkshayManiyar2,,1,0,0,0,0,0,0,0.000718,1,0,1
DavichoDoSa,DavichoDoSa,,209,0,0,0,0,0,0,0.000718,1,0,1
Mar04031,Mar04031,,32,0,0,0,0,0,0,0.000718,1,0,1
GaetanoAvellino,GaetanoAvellino,,15,0,0,0,0,0,0,0.000718,1,0,1
Kawa08787380,Kawa08787380,,9,0,0,0,0,0,0,0.000718,1,0,1
Ururuhinata02,Ururuhinata02,,218,0,0,0,0,0,0,0.000718,1,0,1
Joe43763566,Joe43763566,,1,0,0,0,0,0,0,0.000718,1,0,1
ClaudioDelCast4,ClaudioDelCast4,,157,0,0,0,0,0,0,0.000718,1,0,1
coversinredjwe,coversinredjwe,,6,0,0,0,0,0,0,0.000718,1,0,1
KyraEuniceGarc2,KyraEuniceGarc2,,11,0,0,0,0,0,0,0.000718,1,0,1
Josh43563092,Josh43563092,,1,0,0,0,0,0,0,0.000718,1,0,1
loay52,loay52,,80,0,0,0,0,0,0,0.000718,1,0,1
CharlesAyres8,CharlesAyres8,,15,0,0,0,0,0,0,0.000718,1,0,1
Philizill1337,Philizill1337,,19,0,0,0,0,0,0,0.000718,1,0,1
jrjr421977,jrjr421977,,260,0,0,0,0,0,0,0.000718,1,0,1
Jayrod2188,Jayrod2188,,191,0,0,0,0,0,0,0.000718,1,0,1
Soil_15332,Soil_15332,,92,0,0,0,0,0,0,0.000718,1,0,1
mlk22_s,mlk22_s,,1327,0,0,0,0,0,0,0.000718,1,0,1
Welat42793917,Welat42793917,,3,0,0,0,0,0,0,0.000718,1,0,1
sanchez_a01,sanchez_a01,,59,0,0,0,0,0,0,0.000718,1,0,1
EdwardG57584945,EdwardG57584945,,61,0,0,0,0,0,0,0.000718,1,0,1
tcrk04,tcrk04,,2,0,0,0,0,0,0,0.000718,1,0,1
fernandofranc53,fernandofranc53,,87,0,0,0,0,0,0,0.000718,1,0,1
Hady45412782,Hady45412782,,904,0,0,0,0,0,0,0.000718,1,0,1
AmonemKhalifa,AmonemKhalifa,,3,0,0,0,0,0,0,0.000718,1,0,1
yuzen_rx,yuzen_rx,,111,0,0,0,0,0,0,0.000718,1,0,1
CRISGO1982,CRISGO1982,,43,0,0,0,0,0,0,0.000718,1,0,1
cristhi91986557,cristhi91986557,,28,0,0,0,0,0,0,0.000718,1,0,1
EdioVerga,EdioVerga,,91,0,0,0,0,0,0,0.000718,1,0,1
MateenPasha16,MateenPasha16,,22,0,0,0,0,0,0,0.000718,1,0,1
AlexFalla6,AlexFalla6,,16,0,0,0,0,0,0,0.000718,1,0,1
Alejand31452701,Alejand31452701,,5,0,0,0,0,0,0,0.000718,1,0,1
TMNTCaseySports,TMNTCaseySports,,130,0,0,0,0,0,0,0.000718,1,0,1
louelpamplona1,louelpamplona1,,1,0,0,0,0,0,0,0.000718,1,0,1
GezRichards,GezRichards,,6,0,0,0,0,0,0,0.000718,1,0,1
friskynrisky69,friskynrisky69,,178,0,0,0,0,0,0,0.000718,1,0,1
CarlosJ32757126,CarlosJ32757126,,10,0,0,0,0,0,0,0.000718,1,0,1
AndreaBos87,AndreaBos87,,26,0,0,0,0,0,0,0.000718,1,0,1
AndMithunraj,AndMithunraj,,57,0,0,0,0,0,0,0.000718,1,0,1
gojira45,gojira45,,98,0,0,0,0,0,0,0.000718,1,0,1
Cristhi26811798,Cristhi26811798,,22,0,0,0,0,0,0,0.000718,1,0,1
Hound3S,Hound3S,,106,0,0,0,0,0,0,0.000718,1,0,1
oskarzam75,oskarzam75,,7,0,0,0,0,0,0,0.000718,1,0,1
Garbo1313,Garbo1313,,426,0,0,0,0,0,0,0.000718,1,0,1
Georgie_Boy1,Georgie_Boy1,,1122,0,0,0,0,0,0,0.000718,1,0,1
Bruno92002780,Bruno92002780,,25,0,0,0,0,0,0,0.000718,1,0,1
JosarturoGonza3,JosarturoGonza3,,10,0,0,0,0,0,0,0.000718,1,0,1
jcavesa,jcavesa,,37,0,0,0,0,0,0,0.000718,1,0,1
Salvado98567463,Salvado98567463,,127,0,0,0,0,0,0,0.000718,1,0,1
LoyolaZavala,LoyolaZavala,,1,0,0,0,0,0,0,0.000718,1,0,1
GoodocamoV2,GoodocamoV2,,1510,0,0,0,0,0,0,0.000718,1,0,1
SHEHZAADKHAN3,SHEHZAADKHAN3,,49,0,0,0,0,0,0,0.000718,1,0,1
destinasao,destinasao,,2,0,0,0,0,0,0,0.000718,1,0,1
Joel42335697,Joel42335697,,59,0,0,0,0,0,0,0.000718,1,0,1
OHHbigSHOW,OHHbigSHOW,,106,0,0,0,0,0,0,0.000718,1,0,1
DanielM61823717,DanielM61823717,,8,0,0,0,0,0,0,0.000718,1,0,1
ShimouOfficial,ShimouOfficial,,593,0,0,0,0,0,0,0.000718,1,0,1
RajivParsad2,RajivParsad2,,24,0,0,0,0,0,0,0.000718,1,0,1
JakobSpenny20,JakobSpenny20,,41,0,0,0,0,0,0,0.000718,1,0,1
kouki10213,kouki10213,,12,0,0,0,0,0,0,0.000718,1,0,1
Gea26312348,Gea26312348,,0,0,0,0,0,0,0,0.000718,1,0,1
MisaelG71048123,MisaelG71048123,,2,0,0,0,0,0,0,0.000718,1,0,1
pipo55756229,pipo55756229,,47,0,0,0,0,0,0,0.000718,1,0,1
Yukirinrin0221,Yukirinrin0221,,65,0,0,0,0,0,0,0.000718,1,0,1
BeatrixHFI99,BeatrixHFI99,,111,0,0,0,0,0,0,0.000718,1,0,1
Sexy66469012,Sexy66469012,,311,0,0,0,0,0,0,0.000718,1,0,1
Dahaka34306092,Dahaka34306092,,15,0,0,0,0,0,0,0.000718,1,0,1
juangue80496538,juangue80496538,,56,0,0,0,0,0,0,0.000718,1,0,1
Affuafzal1,Affuafzal1,,89,0,0,0,0,0,0,0.000718,1,0,1
harney2012,harney2012,,162,0,0,0,0,0,0,0.000718,1,0,1
hA6POD9eBFPCyxl,hA6POD9eBFPCyxl,,15,0,0,0,0,0,0,0.000718,1,0,1
William33065905,William33065905,,288,0,0,0,0,0,0,0.000718,1,0,1
hussein02605061,hussein02605061,,19,0,0,0,0,0,0,0.000718,1,0,1
Hitman_Fifa,Hitman_Fifa,,4,0,0,0,0,0,0,0.000718,1,0,1
SimoMed16132604,SimoMed16132604,,0,0,0,0,0,0,0,0.000718,1,0,1
Alex68652638,Alex68652638,,20,0,0,0,0,0,0,0.000718,1,0,1
Debegg12,Debegg12,,50,0,0,0,0,0,0,0.000718,1,0,1
Robert34609,Robert34609,,41,0,0,0,0,0,0,0.000718,1,0,1
wilsonj58398773,wilsonj58398773,,8,0,0,0,0,0,0,0.000718,1,0,1
fofo80fofo2018,fofo80fofo2018,,422,0,0,0,0,0,0,0.000718,1,0,1
ErickKnick,ErickKnick,,68,0,0,0,0,0,0,0.000718,1,0,1
EdwardNeXE97,EdwardNeXE97,,73,0,0,0,0,0,0,0.000718,1,0,1
Leo78hot,Leo78hot,,107,0,0,0,0,0,0,0.000718,1,0,1
OscarAcevesGut1,OscarAcevesGut1,,1,0,0,0,0,0,0,0.000718,1,0,1
kyawnada1,kyawnada1,,6,0,0,0,0,0,0,0.000718,1,0,1
phyowai38,phyowai38,,55,0,0,0,0,0,0,0.000718,1,0,1
MinZin92225786,MinZin92225786,,10,0,0,0,0,0,0,0.000718,1,0,1
CzanSakib,CzanSakib,,6,0,0,0,0,0,0,0.000718,1,0,1
TommyRdn1,TommyRdn1,,108,0,0,0,0,0,0,0.000718,1,0,1
MiguelngelFC4,MiguelngelFC4,,2,0,0,0,0,0,0,0.000718,1,0,1
CrYh85sr,CrYh85sr,,599,0,0,0,0,0,0,0.000718,1,0,1
shaz69ali,shaz69ali,,37,0,0,0,0,0,0,0.000718,1,0,1
RobiRobson1,RobiRobson1,,7,0,0,0,0,0,0,0.000718,1,0,1
AldoVeliz8,AldoVeliz8,,1,0,0,0,0,0,0,0.000718,1,0,1
117_out,117_out,,17,0,0,0,0,0,0,0.000718,1,0,1
RamonSalvadorL1,RamonSalvadorL1,,2,0,0,0,0,0,0,0.000718,1,0,1
Grisman08500057,Grisman08500057,,3,0,0,0,0,0,0,0.000718,1,0,1
Luciacorona18,Luciacorona18,,507,0,0,0,0,0,0,0.000718,1,0,1
HugoAlf08163158,HugoAlf08163158,,148,0,0,0,0,0,0,0.000718,1,0,1
FreireIllona,FreireIllona,,4,0,0,0,0,0,0,0.000718,1,0,1
jamesganado,jamesganado,,49,0,0,0,0,0,0,0.000718,1,0,1
raja32098249,raja32098249,,9,0,0,0,0,0,0,0.000718,1,0,1
isaiasl90548515,isaiasl90548515,,3,0,0,0,0,0,0,0.000718,1,0,1
FrdricLabrecqu1,FrdricLabrecqu1,,12,0,0,0,0,0,0,0.000718,1,0,1
JoseAnt36083668,JoseAnt36083668,,9,0,0,0,0,0,0,0.000718,1,0,1
40loam,40loam,,24,0,0,0,0,0,0,0.000718,1,0,1
ka_i_to_92,ka_i_to_92,,12,0,0,0,0,0,0,0.000718,1,0,1
jacobo_ranulfo,jacobo_ranulfo,,3,0,0,0,0,0,0,0.000718,1,0,1
Eduardo_JG1290,Eduardo_JG1290,,1,0,0,0,0,0,0,0.000718,1,0,1
juliocvl081179,juliocvl081179,,607,0,0,0,0,0,0,0.000718,1,0,1
desantismar,desantismar,,945,0,0,0,0,0,0,0.000718,1,0,1
BongcoDu,BongcoDu,,4,0,0,0,0,0,0,0.000718,1,0,1
Thesirhot1,Thesirhot1,,25,0,0,0,0,0,0,0.000718,1,0,1
marceloconocwe,marceloconocwe,,9,0,0,0,0,0,0,0.000718,1,0,1
elcheco_77,elcheco_77,,30,0,0,0,0,0,0,0.000718,1,0,1
Adan58519842,Adan58519842,,1,0,0,0,0,0,0,0.000718,1,0,1
Paul31605553,Paul31605553,,122,0,0,0,0,0,0,0.000718,1,0,1
FamSumabal,FamSumabal,,5,0,0,0,0,0,0,0.000718,1,0,1
KhanJan36836075,KhanJan36836075,,81,0,0,0,0,0,0,0.000718,1,0,1
Train5959,Train5959,,288,0,0,0,0,0,0,0.000718,1,0,1
Navedkh4,Navedkh4,,8,0,0,0,0,0,0,0.000718,1,0,1
Carlos05039396,Carlos05039396,,45,0,0,0,0,0,0,0.000718,1,0,1
Victor67181074,Victor67181074,,141,0,0,0,0,0,0,0.000718,1,0,1
ArteagaFlash,ArteagaFlash,,8,0,0,0,0,0,0,0.000718,1,0,1
ThameurBettaieb,ThameurBettaieb,,5,0,0,0,0,0,0,0.000718,1,0,1
Javier21510879,Javier21510879,,13,0,0,0,0,0,0,0.000718,1,0,1
e_plantao,e_plantao,,51,0,0,0,0,0,0,0.000718,1,0,1
guesswho914,guesswho914,,6,0,0,0,0,0,0,0.000718,1,0,1
demonheart51,demonheart51,,34,0,0,0,0,0,0,0.000718,1,0,1
ms185676,ms185676,,36,0,0,0,0,0,0,0.000718,1,0,1
roadkiller9078,roadkiller9078,,1,0,0,0,0,0,0,0.000718,1,0,1
AnaheeF,AnaheeF,,218,0,0,0,0,0,0,0.000718,1,0,1
JuanJos33230051,JuanJos33230051,,4,0,0,0,0,0,0,0.000718,1,0,1
drpepper2k18,drpepper2k18,,5,0,0,0,0,0,0,0.000718,1,0,1
4mexicanbyhonor,4mexicanbyhonor,,162,0,0,0,0,0,0,0.000718,1,0,1
th881018,th881018,,53,0,0,0,0,0,0,0.000718,1,0,1
JoseCarrasco_88,JoseCarrasco_88,,200,0,0,0,0,0,0,0.000718,1,0,1
Nunez1738,Nunez1738,,24,0,0,0,0,0,0,0.000718,1,0,1
bruno19907,bruno19907,,2,0,0,0,0,0,0,0.000718,1,0,1
Txukhi171,Txukhi171,,19,0,0,0,0,0,0,0.000718,1,0,1
schubi1982,schubi1982,,16,0,0,0,0,0,0,0.000718,1,0,1
LynchTrell,LynchTrell,,23,0,0,0,0,0,0,0.000718,1,0,1
J_enrique17,J_enrique17,,7,0,0,0,0,0,0,0.000718,1,0,1
braveheart1479,braveheart1479,,216,0,0,0,0,0,0,0.000718,1,0,1
V002akXK43Pozz0,V002akXK43Pozz0,,18,0,0,0,0,0,0,0.000718,1,0,1
dracoice2,dracoice2,,4,0,0,0,0,0,0,0.000718,1,0,1
DemiRoseFan2,DemiRoseFan2,,47,0,0,0,0,0,0,0.000718,1,0,1
Cesar33445934,Cesar33445934,,2,0,0,0,0,0,0,0.000718,1,0,1
conor72024924,conor72024924,,58,0,0,0,0,0,0,0.000718,1,0,1
JosAnto72708601,JosAnto72708601,,9,0,0,0,0,0,0,0.000718,1,0,1
ArcilloKim,ArcilloKim,,66,0,0,0,0,0,0,0.000718,1,0,1
Hernan35677309,Hernan35677309,,34,0,0,0,0,0,0,0.000718,1,0,1
M7modKmal,M7modKmal,,1866,0,0,0,0,0,0,0.000718,1,0,1
PatiJazzX,PatiJazzX,,24,0,0,0,0,0,0,0.000718,1,0,1
Roberto93066651,Roberto93066651,,3,0,0,0,0,0,0,0.000718,1,0,1
HOSSAMALSHARAWY,HOSSAMALSHARAWY,,55,0,0,0,0,0,0,0.000718,1,0,1
JoseAVazquezG1,JoseAVazquezG1,,8,0,0,0,0,0,0,0.000718,1,0,1
danielartlozano,danielartlozano,,7,0,0,0,0,0,0,0.000718,1,0,1
ArmanKh32646388,ArmanKh32646388,,27,0,0,0,0,0,0,0.000718,1,0,1
maurofloyd,maurofloyd,,53,0,0,0,0,0,0,0.000718,1,0,1
Alemarcial9,Alemarcial9,,45,0,0,0,0,0,0,0.000718,1,0,1
Ral62897324,Ral62897324,,38,0,0,0,0,0,0,0.000718,1,0,1
MrWhoDat757,MrWhoDat757,,250,0,0,0,0,0,0,0.000718,1,0,1
romyannie,romyannie,,68,0,0,0,0,0,0,0.000718,1,0,1
Daniel71610065,Daniel71610065,,38,0,0,0,0,0,0,0.000718,1,0,1
Jesus56359078,Jesus56359078,,3,0,0,0,0,0,0,0.000718,1,0,1
YoungAlways2,YoungAlways2,,9,0,0,0,0,0,0,0.000718,1,0,1
Mk59959811,Mk59959811,,41,0,0,0,0,0,0,0.000718,1,0,1
Gustavoort5,Gustavoort5,,1,0,0,0,0,0,0,0.000718,1,0,1
Collinsboyz78,Collinsboyz78,,79,0,0,0,0,0,0,0.000718,1,0,1
Juangma33795641,Juangma33795641,,14,0,0,0,0,0,0,0.000718,1,0,1
TanElgie,TanElgie,,104,0,0,0,0,0,0,0.000718,1,0,1
Brown23Deborah,Brown23Deborah,,173,0,0,0,0,0,0,0.000718,1,0,1
RudyPatino3,RudyPatino3,,10,0,0,0,0,0,0,0.000718,1,0,1
GHOST18443735,GHOST18443735,,25,0,0,0,0,0,0,0.000718,1,0,1
marcoan977,marcoan977,,2,0,0,0,0,0,0,0.000718,1,0,1
RobPott11034449,RobPott11034449,,2,0,0,0,0,0,0,0.000718,1,0,1
Josh81947035,Josh81947035,,8,0,0,0,0,0,0,0.000718,1,0,1
DallasC95178621,DallasC95178621,,59,0,0,0,0,0,0,0.000718,1,0,1
Jorge02699266,Jorge02699266,,14,0,0,0,0,0,0,0.000718,1,0,1
Pigskinninja,Pigskinninja,,240,0,0,0,0,0,0,0.000718,1,0,1
182_xlt,182_xlt,,775,0,0,0,0,0,0,0.000718,1,0,1
ThejokerAm,ThejokerAm,,67,0,0,0,0,0,0,0.000718,1,0,1
MartnPaez7,MartnPaez7,,1,0,0,0,0,0,0,0.000718,1,0,1
YeungHahn,YeungHahn,,28,0,0,0,0,0,0,0.000718,1,0,1
Galvezgomezjoa1,Galvezgomezjoa1,,7,0,0,0,0,0,0,0.000718,1,0,1
Danny786011001,Danny786011001,,181,0,0,0,0,0,0,0.000718,1,0,1
GarizoRafa,GarizoRafa,,51,0,0,0,0,0,0,0.000718,1,0,1
Andy80349782,Andy80349782,,1,0,0,0,0,0,0,0.000718,1,0,1
Franky87237414,Franky87237414,,48,0,0,0,0,0,0,0.000718,1,0,1
doomsday71,doomsday71,,149,0,0,0,0,0,0,0.000718,1,0,1
louie76404514,louie76404514,,4,0,0,0,0,0,0,0.000718,1,0,1
sonnIBrown1188,sonnIBrown1188,,1502,0,0,0,0,0,0,0.000718,1,0,1
marcelocruzlope,marcelocruzlope,,53,0,0,0,0,0,0,0.000718,1,0,1
louie23saldana,louie23saldana,,0,0,0,0,0,0,0,0.000718,1,0,1
Arhead666,Arhead666,,19,0,0,0,0,0,0,0.000718,1,0,1
FranchiPiero,FranchiPiero,,117,0,0,0,0,0,0,0.000718,1,0,1
AndyHollow97,AndyHollow97,,44,0,0,0,0,0,0,0.000718,1,0,1
OscarAr51356014,OscarAr51356014,,10,0,0,0,0,0,0,0.000718,1,0,1
nada_yasser187,nada_yasser187,,927,0,0,0,0,0,0,0.000718,1,0,1
PiniMichael,PiniMichael,,3,0,0,0,0,0,0,0.000718,1,0,1
Pancho38836044,Pancho38836044,,27,0,0,0,0,0,0,0.000718,1,0,1
GabePalencia,GabePalencia,,295,0,0,0,0,0,0,0.000718,1,0,1
Felipe57229588,Felipe57229588,,5,0,0,0,0,0,0,0.000718,1,0,1
jvargas38913848,jvargas38913848,,169,0,0,0,0,0,0,0.000718,1,0,1
YangLiu46308803,YangLiu46308803,,1,0,0,0,0,0,0,0.000718,1,0,1
NatureLovin1,NatureLovin1,,120,0,0,0,0,0,0,0.000718,1,0,1
guty_cristhian,guty_cristhian,,6,0,0,0,0,0,0,0.000718,1,0,1
esquivel70,esquivel70,,2,0,0,0,0,0,0,0.000718,1,0,1
Romi_1Rain,Romi_1Rain,,1026,0,0,0,0,0,0,0.000718,1,0,1
baeza_noah,baeza_noah,,2,0,0,0,0,0,0,0.000718,1,0,1
